Count,Expected Results,Variable Count,Clause Count,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First,Function Name,State,Variable Evaluations,Solutions Count,Difference From First
171,1,20,91,SmallToLarge-1,2,20,1,inf,SmallToLarge-1,-1,13,0,inf,SmallToLarge-2,-1,10,0,inf,LargeToSmall-1,-1,9,0,inf,ClauseSize-1,-1,8,0,inf,ClauseSize-2,-1,4,0,inf,ClauseSize-3,-1,2,0,inf,ClauseSize-4,-1,0,0,-nan(ind),ClauseSize-5,-1,0,0,-nan(ind),ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
172,1,20,91,SmallToLarge-1,-1,27,0,inf,SmallToLarge-1,-1,15,0,inf,SmallToLarge-2,-1,32,0,inf,LargeToSmall-1,-1,30,0,inf,ClauseSize-1,-1,31,0,inf,ClauseSize-2,-1,29,0,inf,ClauseSize-3,-1,24,0,inf,ClauseSize-4,-1,0,0,-nan(ind),ClauseSize-5,-1,25,0,inf,ClauseSize-6,-1,23,0,inf,ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,19,0,inf,Score-1,-1,18,0,inf,Score-2,2,33,1,inf,Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
173,1,20,91,SmallToLarge-1,-1,12,0,inf,SmallToLarge-1,2,20,1,inf,SmallToLarge-2,-1,7,0,inf,LargeToSmall-1,-1,7,0,inf,ClauseSize-1,-1,6,0,inf,ClauseSize-2,-1,3,0,inf,ClauseSize-3,-1,0,0,-nan(ind),ClauseSize-4,-1,0,0,-nan(ind),ClauseSize-5,-1,0,0,-nan(ind),ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
174,1,20,90,SmallToLarge-1,2,18,1,inf,SmallToLarge-1,-1,7,0,inf,SmallToLarge-2,-1,8,0,inf,LargeToSmall-1,-1,3,0,inf,ClauseSize-1,-1,3,0,inf,ClauseSize-2,-1,0,0,-nan(ind),ClauseSize-3,-1,0,0,-nan(ind),ClauseSize-4,-1,0,0,-nan(ind),ClauseSize-5,-1,0,0,-nan(ind),ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
175,1,20,90,SmallToLarge-1,-1,24,0,inf,SmallToLarge-1,-1,19,0,inf,SmallToLarge-2,-1,11,0,inf,LargeToSmall-1,2,21,1,inf,ClauseSize-1,-1,12,0,inf,ClauseSize-2,-1,7,0,inf,ClauseSize-3,-1,5,0,inf,ClauseSize-4,-1,3,0,inf,ClauseSize-5,-1,3,0,inf,ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
176,1,20,91,SmallToLarge-1,2,20,1,inf,SmallToLarge-1,-1,11,0,inf,SmallToLarge-2,-1,6,0,inf,LargeToSmall-1,-1,7,0,inf,ClauseSize-1,-1,6,0,inf,ClauseSize-2,-1,2,0,inf,ClauseSize-3,-1,0,0,-nan(ind),ClauseSize-4,-1,0,0,-nan(ind),ClauseSize-5,-1,0,0,-nan(ind),ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
177,1,20,90,SmallToLarge-1,2,32,1,inf,SmallToLarge-1,-1,14,0,inf,SmallToLarge-2,-1,26,0,inf,LargeToSmall-1,-1,15,0,inf,ClauseSize-1,-1,20,0,inf,ClauseSize-2,-1,18,0,inf,ClauseSize-3,-1,11,0,inf,ClauseSize-4,-1,8,0,inf,ClauseSize-5,-1,11,0,inf,ClauseSize-6,-1,2,0,inf,ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,2,0,inf,Score-1,-1,1,0,inf,Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
178,1,20,90,SmallToLarge-1,-1,16,0,inf,SmallToLarge-1,2,20,1,inf,SmallToLarge-2,-1,13,0,inf,LargeToSmall-1,-1,17,0,inf,ClauseSize-1,-1,11,0,inf,ClauseSize-2,-1,5,0,inf,ClauseSize-3,-1,2,0,inf,ClauseSize-4,-1,0,0,-nan(ind),ClauseSize-5,-1,0,0,-nan(ind),ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
179,1,20,90,SmallToLarge-1,-1,18,0,inf,SmallToLarge-1,-1,11,0,inf,SmallToLarge-2,-1,9,0,inf,LargeToSmall-1,2,18,1,inf,ClauseSize-1,-1,8,0,inf,ClauseSize-2,-1,6,0,inf,ClauseSize-3,-1,5,0,inf,ClauseSize-4,-1,0,0,-nan(ind),ClauseSize-5,-1,0,0,-nan(ind),ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
180,1,20,91,SmallToLarge-1,-1,16,0,inf,SmallToLarge-1,2,19,1,inf,SmallToLarge-2,-1,9,0,inf,LargeToSmall-1,-1,5,0,inf,ClauseSize-1,-1,6,0,inf,ClauseSize-2,-1,3,0,inf,ClauseSize-3,-1,1,0,inf,ClauseSize-4,-1,0,0,-nan(ind),ClauseSize-5,-1,0,0,-nan(ind),ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
181,1,20,91,SmallToLarge-1,-1,13,0,inf,SmallToLarge-1,2,23,1,inf,SmallToLarge-2,-1,19,0,inf,LargeToSmall-1,2,20,1,inf,ClauseSize-1,-1,11,0,inf,ClauseSize-2,-1,6,0,inf,ClauseSize-3,-1,3,0,inf,ClauseSize-4,-1,0,0,-nan(ind),ClauseSize-5,-1,0,0,-nan(ind),ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
182,1,20,89,SmallToLarge-1,-1,19,0,inf,SmallToLarge-1,-1,18,0,inf,SmallToLarge-2,2,28,1,inf,LargeToSmall-1,-1,9,0,inf,ClauseSize-1,-1,18,0,inf,ClauseSize-2,-1,8,0,inf,ClauseSize-3,-1,3,0,inf,ClauseSize-4,-1,9,0,inf,ClauseSize-5,-1,6,0,inf,ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
183,1,20,91,SmallToLarge-1,-1,20,0,inf,SmallToLarge-1,-1,29,0,inf,SmallToLarge-2,-1,15,0,inf,LargeToSmall-1,-1,13,0,inf,ClauseSize-1,-1,13,0,inf,ClauseSize-2,2,24,1,inf,ClauseSize-3,-1,10,0,inf,ClauseSize-4,-1,2,0,inf,ClauseSize-5,-1,7,0,inf,ClauseSize-6,-1,3,0,inf,ClauseSize-7,-1,2,0,inf,ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
184,1,20,91,SmallToLarge-1,-1,12,0,inf,SmallToLarge-1,-1,13,0,inf,SmallToLarge-2,-1,16,0,inf,LargeToSmall-1,-1,11,0,inf,ClauseSize-1,2,20,1,inf,ClauseSize-2,-1,8,0,inf,ClauseSize-3,-1,2,0,inf,ClauseSize-4,-1,1,0,inf,ClauseSize-5,-1,0,0,-nan(ind),ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
185,1,20,90,SmallToLarge-1,2,27,1,inf,SmallToLarge-1,-1,19,0,inf,SmallToLarge-2,-1,7,0,inf,LargeToSmall-1,-1,10,0,inf,ClauseSize-1,-1,13,0,inf,ClauseSize-2,-1,10,0,inf,ClauseSize-3,-1,5,0,inf,ClauseSize-4,-1,2,0,inf,ClauseSize-5,-1,0,0,-nan(ind),ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
186,1,20,91,SmallToLarge-1,-1,14,0,inf,SmallToLarge-1,-1,14,0,inf,SmallToLarge-2,-1,15,0,inf,LargeToSmall-1,-1,9,0,inf,ClauseSize-1,-1,19,0,inf,ClauseSize-2,2,20,1,inf,ClauseSize-3,-1,6,0,inf,ClauseSize-4,-1,3,0,inf,ClauseSize-5,-1,0,0,-nan(ind),ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
187,1,20,90,SmallToLarge-1,2,19,1,inf,SmallToLarge-1,-1,14,0,inf,SmallToLarge-2,-1,6,0,inf,LargeToSmall-1,-1,5,0,inf,ClauseSize-1,-1,4,0,inf,ClauseSize-2,-1,3,0,inf,ClauseSize-3,-1,0,0,-nan(ind),ClauseSize-4,-1,0,0,-nan(ind),ClauseSize-5,-1,0,0,-nan(ind),ClauseSize-6,-1,0,0,-nan(ind),ClauseSize-7,-1,0,0,-nan(ind),ClauseSize-8,-1,0,0,-nan(ind),Score-1,-1,0,0,-nan(ind),Score-2,-1,0,0,-nan(ind),Score-3,-1,0,0,-nan(ind),Score-4,-1,0,0,-nan(ind),Score-5,-1,0,0,-nan(ind),Score-6,-1,0,0,-nan(ind),Score-7,-1,0,0,-nan(ind),Score-8,-1,0,0,-nan(ind),Score-9,-1,0,0,-nan(ind),Score-10,-1,0,0,-nan(ind),Score-11,-1,0,0,-nan(ind),ScoreQuick-1,-1,0,0,-nan(ind),ScoreQuick-2,-1,0,0,-nan(ind),ScoreQuick-3,-1,0,0,-nan(ind),ScoreQuick-4,-1,0,0,-nan(ind),ScoreQuick-5,-1,0,0,-nan(ind),ScoreQuick-6,-1,0,0,-nan(ind),ScoreQuick-7,-1,0,0,-nan(ind),ScoreQuick-8,-1,0,0,-nan(ind),ScoreQuick-9,-1,0,0,-nan(ind),ScoreQuick-10,-1,0,0,-nan(ind),ScoreQuick-11,-1,0,0,-nan(ind)
